id,infinitive,definition,mood,subject,tense,answer
411,registrar,to search,Perfect,vosotros,Preterite,hubisteis registrado
412,registrar,to search,Perfect,vosotros,Past,habíais registrado
413,registrar,to search,Perfect,vosotros,Conditional,habríais registrado
414,registrar,to search,Perfect,vosotros,Future,habréis registrado
415,registrar,to search,Perfect,ellos,Present,han registrado
416,registrar,to search,Perfect,ellas,Present,han registrado
417,registrar,to search,Perfect,Uds.,Present,han registrado
418,registrar,to search,Perfect,ellos,Preterite,hubieron registrado
419,registrar,to search,Perfect,ellas,Preterite,hubieron registrado
420,registrar,to search,Perfect,Uds.,Preterite,hubieron registrado
421,registrar,to search,Perfect,ellos,Past,habían registrado
422,registrar,to search,Perfect,ellas,Past,habían registrado
423,registrar,to search,Perfect,Uds.,Past,habían registrado
424,registrar,to search,Perfect,ellos,Conditional,habrían registrado
425,registrar,to search,Perfect,ellas,Conditional,habrían registrado
426,registrar,to search,Perfect,Uds.,Conditional,habrían registrado
427,registrar,to search,Perfect,ellos,Future,habrán registrado
428,registrar,to search,Perfect,ellas,Future,habrán registrado
429,registrar,to search,Perfect,Uds.,Future,habrán registrado
430,registrar,to search,Perfect Subjunctive,yo,Present,haya registrado
431,registrar,to search,Perfect Subjunctive,yo,Past,hubiera registrado
432,registrar,to search,Perfect Subjunctive,yo,Future,hubiere registrado
433,registrar,to search,Perfect Subjunctive,tú,Present,hayas registrado
434,registrar,to search,Perfect Subjunctive,tú,Past,hubieras registrado
435,registrar,to search,Perfect Subjunctive,tú,Future,hubieres registrado
436,registrar,to search,Perfect Subjunctive,él,Present,haya registrado
437,registrar,to search,Perfect Subjunctive,ella,Present,haya registrado
438,registrar,to search,Perfect Subjunctive,Ud.,Present,haya registrado
439,registrar,to search,Perfect Subjunctive,él,Past,hubiera registrado
440,registrar,to search,Perfect Subjunctive,ella,Past,hubiera registrado
441,registrar,to search,Perfect Subjunctive,Ud.,Past,hubiera registrado
442,registrar,to search,Perfect Subjunctive,él,Future,hubiere registrado
443,registrar,to search,Perfect Subjunctive,ella,Future,hubiere registrado
444,registrar,to search,Perfect Subjunctive,Ud.,Future,hubiere registrado
445,registrar,to search,Perfect Subjunctive,nosotros,Present,hayamos registrado
446,registrar,to search,Perfect Subjunctive,nosotros,Past,hubiéramos registrado
447,registrar,to search,Perfect Subjunctive,nosotros,Future,hubiéremos registrado
448,registrar,to search,Perfect Subjunctive,vosotros,Present,hayáis registrado
449,registrar,to search,Perfect Subjunctive,vosotros,Past,hubierais registrado
450,registrar,to search,Perfect Subjunctive,vosotros,Future,hubiereis registrado
451,registrar,to search,Perfect Subjunctive,ellos,Present,hayan registrado
452,registrar,to search,Perfect Subjunctive,ellas,Present,hayan registrado
453,registrar,to search,Perfect Subjunctive,Uds.,Present,hayan registrado
454,registrar,to search,Perfect Subjunctive,ellos,Past,hubieran registrado
455,registrar,to search,Perfect Subjunctive,ellas,Past,hubieran registrado
456,registrar,to search,Perfect Subjunctive,Uds.,Past,hubieran registrado
457,registrar,to search,Perfect Subjunctive,ellos,Future,hubieren registrado
458,registrar,to search,Perfect Subjunctive,ellas,Future,hubieren registrado
459,registrar,to search,Perfect Subjunctive,Uds.,Future,hubieren registrado
460,abrir,to open,Indicative,yo,Present,abro
461,abrir,to open,Indicative,yo,Preterite,abrí
462,abrir,to open,Indicative,yo,Imperfect,abría
463,abrir,to open,Indicative,yo,Conditional,abriría
464,abrir,to open,Indicative,yo,Future,abriré
465,abrir,to open,Indicative,tú,Present,abres
466,abrir,to open,Indicative,tú,Preterite,abriste
467,abrir,to open,Indicative,tú,Imperfect,abrías
468,abrir,to open,Indicative,tú,Conditional,abrirías
469,abrir,to open,Indicative,tú,Future,abrirás
470,abrir,to open,Indicative,él,Present,abre
471,abrir,to open,Indicative,ella,Present,abre
472,abrir,to open,Indicative,Ud.,Present,abre
473,abrir,to open,Indicative,él,Preterite,abrió
474,abrir,to open,Indicative,ella,Preterite,abrió
475,abrir,to open,Indicative,Ud.,Preterite,abrió
476,abrir,to open,Indicative,él,Imperfect,abría
477,abrir,to open,Indicative,ella,Imperfect,abría
478,abrir,to open,Indicative,Ud.,Imperfect,abría
479,abrir,to open,Indicative,él,Conditional,abriría
480,abrir,to open,Indicative,ella,Conditional,abriría
481,abrir,to open,Indicative,Ud.,Conditional,abriría
482,abrir,to open,Indicative,él,Future,abrirá
483,abrir,to open,Indicative,ella,Future,abrirá
484,abrir,to open,Indicative,Ud.,Future,abrirá
485,abrir,to open,Indicative,nosotros,Present,abrimos
486,abrir,to open,Indicative,nosotros,Preterite,abrimos
487,abrir,to open,Indicative,nosotros,Imperfect,abríamos
488,abrir,to open,Indicative,nosotros,Conditional,abriríamos
489,abrir,to open,Indicative,nosotros,Future,abriremos
490,abrir,to open,Indicative,vosotros,Present,abrís
491,abrir,to open,Indicative,vosotros,Preterite,abristeis
492,abrir,to open,Indicative,vosotros,Imperfect,abríais
493,abrir,to open,Indicative,vosotros,Conditional,abriríais
494,abrir,to open,Indicative,vosotros,Future,abriréis
495,abrir,to open,Indicative,ellos,Present,abren
496,abrir,to open,Indicative,ellas,Present,abren
497,abrir,to open,Indicative,Uds.,Present,abren
498,abrir,to open,Indicative,ellos,Preterite,abrieron
499,abrir,to open,Indicative,ellas,Preterite,abrieron
500,abrir,to open,Indicative,Uds.,Preterite,abrieron
501,abrir,to open,Indicative,ellos,Imperfect,abrían
502,abrir,to open,Indicative,ellas,Imperfect,abrían
503,abrir,to open,Indicative,Uds.,Imperfect,abrían
504,abrir,to open,Indicative,ellos,Conditional,abrirían
505,abrir,to open,Indicative,ellas,Conditional,abrirían
506,abrir,to open,Indicative,Uds.,Conditional,abrirían
507,abrir,to open,Indicative,ellos,Future,abrirán
508,abrir,to open,Indicative,ellas,Future,abrirán
509,abrir,to open,Indicative,Uds.,Future,abrirán
510,abrir,to open,Subjunctive,yo,Present,abra
511,abrir,to open,Subjunctive,yo,Imperfect,abriera
512,abrir,to open,Subjunctive,yo,Imperfect 2,abriese
513,abrir,to open,Subjunctive,yo,Future,abriere
514,abrir,to open,Subjunctive,tú,Present,abras
515,abrir,to open,Subjunctive,tú,Imperfect,abrieras
516,abrir,to open,Subjunctive,tú,Imperfect 2,abrieses
517,abrir,to open,Subjunctive,tú,Future,abrieres
518,abrir,to open,Subjunctive,él,Present,abra
519,abrir,to open,Subjunctive,ella,Present,abra
520,abrir,to open,Subjunctive,Ud.,Present,abra
521,abrir,to open,Subjunctive,él,Imperfect,abriera
522,abrir,to open,Subjunctive,ella,Imperfect,abriera
523,abrir,to open,Subjunctive,Ud.,Imperfect,abriera
524,abrir,to open,Subjunctive,él,Imperfect 2,abriese
525,abrir,to open,Subjunctive,ella,Imperfect 2,abriese
526,abrir,to open,Subjunctive,Ud.,Imperfect 2,abriese
527,abrir,to open,Subjunctive,él,Future,abriere
528,abrir,to open,Subjunctive,ella,Future,abriere
529,abrir,to open,Subjunctive,Ud.,Future,abriere
530,abrir,to open,Subjunctive,nosotros,Present,abramos
531,abrir,to open,Subjunctive,nosotros,Imperfect,abriéramos
532,abrir,to open,Subjunctive,nosotros,Imperfect 2,abriésemos
533,abrir,to open,Subjunctive,nosotros,Future,abriéremos
534,abrir,to open,Subjunctive,vosotros,Present,abráis
535,abrir,to open,Subjunctive,vosotros,Imperfect,abrierais
536,abrir,to open,Subjunctive,vosotros,Imperfect 2,abrieseis
537,abrir,to open,Subjunctive,vosotros,Future,abriereis
538,abrir,to open,Subjunctive,ellos,Present,abran
539,abrir,to open,Subjunctive,ellas,Present,abran
540,abrir,to open,Subjunctive,Uds.,Present,abran
541,abrir,to open,Subjunctive,ellos,Imperfect,abrieran
542,abrir,to open,Subjunctive,ellas,Imperfect,abrieran
543,abrir,to open,Subjunctive,Uds.,Imperfect,abrieran
544,abrir,to open,Subjunctive,ellos,Imperfect 2,abriesen
545,abrir,to open,Subjunctive,ellas,Imperfect 2,abriesen
546,abrir,to open,Subjunctive,Uds.,Imperfect 2,abriesen
547,abrir,to open,Subjunctive,ellos,Future,abrieren
548,abrir,to open,Subjunctive,ellas,Future,abrieren
549,abrir,to open,Subjunctive,Uds.,Future,abrieren
550,abrir,to open,Imperative,tú,Affirmative,abre
551,abrir,to open,Imperative,tú,Negative,no abras
552,abrir,to open,Imperative,Ud.,Affirmative,abra
553,abrir,to open,Imperative,Ud.,Negative,no abra
554,abrir,to open,Imperative,nosotros,Affirmative,abramos
555,abrir,to open,Imperative,nosotros,Negative,no abramos
556,abrir,to open,Imperative,vosotros,Affirmative,abrid
557,abrir,to open,Imperative,vosotros,Negative,no abráis
558,abrir,to open,Imperative,Uds.,Affirmative,abran
559,abrir,to open,Imperative,Uds.,Negative,no abran
560,abrir,to open,Continuous (Progressive),yo,Present,estoy abriendo
561,abrir,to open,Continuous (Progressive),yo,Preterite,estuve abriendo
562,abrir,to open,Continuous (Progressive),yo,Imperfect,estaba abriendo
563,abrir,to open,Continuous (Progressive),yo,Conditional,estaría abriendo
564,abrir,to open,Continuous (Progressive),yo,Future,estaré abriendo
565,abrir,to open,Continuous (Progressive),tú,Present,estás abriendo
566,abrir,to open,Continuous (Progressive),tú,Preterite,estuviste abriendo
567,abrir,to open,Continuous (Progressive),tú,Imperfect,estabas abriendo
568,abrir,to open,Continuous (Progressive),tú,Conditional,estarías abriendo
569,abrir,to open,Continuous (Progressive),tú,Future,estarás abriendo
570,abrir,to open,Continuous (Progressive),él,Present,está abriendo
571,abrir,to open,Continuous (Progressive),ella,Present,está abriendo
572,abrir,to open,Continuous (Progressive),Ud.,Present,está abriendo
573,abrir,to open,Continuous (Progressive),él,Preterite,estuvo abriendo
574,abrir,to open,Continuous (Progressive),ella,Preterite,estuvo abriendo
575,abrir,to open,Continuous (Progressive),Ud.,Preterite,estuvo abriendo
576,abrir,to open,Continuous (Progressive),él,Imperfect,estaba abriendo
577,abrir,to open,Continuous (Progressive),ella,Imperfect,estaba abriendo
578,abrir,to open,Continuous (Progressive),Ud.,Imperfect,estaba abriendo
579,abrir,to open,Continuous (Progressive),él,Conditional,estaría abriendo
580,abrir,to open,Continuous (Progressive),ella,Conditional,estaría abriendo
581,abrir,to open,Continuous (Progressive),Ud.,Conditional,estaría abriendo
582,abrir,to open,Continuous (Progressive),él,Future,estará abriendo
583,abrir,to open,Continuous (Progressive),ella,Future,estará abriendo
584,abrir,to open,Continuous (Progressive),Ud.,Future,estará abriendo
585,abrir,to open,Continuous (Progressive),nosotros,Present,estamos abriendo
586,abrir,to open,Continuous (Progressive),nosotros,Preterite,estuvimos abriendo
587,abrir,to open,Continuous (Progressive),nosotros,Imperfect,estábamos abriendo
588,abrir,to open,Continuous (Progressive),nosotros,Conditional,estaríamos abriendo
589,abrir,to open,Continuous (Progressive),nosotros,Future,estaremos abriendo
590,abrir,to open,Continuous (Progressive),vosotros,Present,estáis abriendo
591,abrir,to open,Continuous (Progressive),vosotros,Preterite,estuvisteis abriendo
592,abrir,to open,Continuous (Progressive),vosotros,Imperfect,estabais abriendo
593,abrir,to open,Continuous (Progressive),vosotros,Conditional,estaríais abriendo
594,abrir,to open,Continuous (Progressive),vosotros,Future,estaréis abriendo
595,abrir,to open,Continuous (Progressive),ellos,Present,están abriendo
596,abrir,to open,Continuous (Progressive),ellas,Present,están abriendo
597,abrir,to open,Continuous (Progressive),Uds.,Present,están abriendo
598,abrir,to open,Continuous (Progressive),ellos,Preterite,estuvieron abriendo
599,abrir,to open,Continuous (Progressive),ellas,Preterite,estuvieron abriendo
600,abrir,to open,Continuous (Progressive),Uds.,Preterite,estuvieron abriendo
601,abrir,to open,Continuous (Progressive),ellos,Imperfect,estaban abriendo
602,abrir,to open,Continuous (Progressive),ellas,Imperfect,estaban abriendo
603,abrir,to open,Continuous (Progressive),Uds.,Imperfect,estaban abriendo
604,abrir,to open,Continuous (Progressive),ellos,Conditional,estarían abriendo
605,abrir,to open,Continuous (Progressive),ellas,Conditional,estarían abriendo
606,abrir,to open,Continuous (Progressive),Uds.,Conditional,estarían abriendo
